long,lat,alt,model,reg_city,reg_state,mph,Label
-117.839,34.6258,10775,PA-46-600TP,MIAMI BEACH,FLORIDA,460,moderate
-118.4,34.8448,39900,CL-600-2B16,OKLAHOMA CITY,OKLAHOMA,511,risk
-118.544,34.6011,23025,PA 46-350P,FLORENCE,OREGON,226,moderate
-118.492,34.6448,36350,737-900ER,SEATAC,WASHINGTON,504,risk
-118.644,34.7807,36425,ERJ 170-200 LR,SEATTLE,WASHINGTON,497,risk
-117.917,34.6016,30600,CL-600-2D24,PHOENIX,ARIZONA,504,risk
-118.458,34.3864,32300,737-8,DALLAS,TEXAS,529,risk
-118.862,34.8741,34375,A320-232,CHICAGO,ILLINOIS,460,risk
-118.263,34.6913,7225,PA-28-151,SOUTH LAKE TAHOE,CALIFORNIA,460,moderate
-118.553,34.4719,26375,A320-232,SALT LAKE CITY,UTAH,493,moderate
-117.94,34.6171,23850,EMB-135ER,DALLAS,TEXAS,460,moderate
-118.097,34.5792,21625,ERJ 170-200 LR,ST GEORGE,UTAH,472,moderate
-118.358,34.5659,8000,CL-600-2B16,NORTH SALT LAKE,UTAH,329,safe
-118.522,34.3065,30200,737-900ER,SEATTLE,WASHINGTON,543,risk
-118.689,34.8628,37350,737-900ER,SEATTLE,WASHINGTON,518,risk
-118.196,34.3902,20050,737-73V,SALT LAKE CITY,UTAH,430,moderate
-118.166,34.6104,11000,737-823,WILMINGTON,DELAWARE,343,safe
-118.193,34.7298,11525,AEROSTAR 601P,TUCSON,ARIZONA,265,safe
-118.147,34.6258,24150,525B,RANCHO CUCAMONGA,CALIFORNIA,440,moderate
-118.751,34.5306,35275,767-332,ATLANTA,GEORGIA,536,risk
-118.133,34.893,32225,737-924ER,CHICAGO,ILLINOIS,541,risk
-118.139,34.694,26900,737-7H4,DALLAS,TEXAS,479,moderate
-117.783,34.4803,20725,BD-700-1A11,COLUMBUS,OHIO,502,risk
-118.411,34.8385,26550,ERJ 170-200 LR,SAINT GEORGE,UTAH,481,moderate
-118.357,34.666,34325,CL-600-2B19,ST GEORGE,UTAH,495,risk
-118.295,34.5946,16975,525,EL MONTE,CALIFORNIA,460,moderate
-118.195,34.7242,11625,SR22,PORTOLA VALLEY,CALIFORNIA,460,moderate
-118.04,34.306,19625,550,SELMA,CALIFORNIA,460,moderate
-118.454,34.5368,11750,SR22,SACRAMENTO,CALIFORNIA,460,moderate
-118.104,34.6225,11350,ERJ 170-200 LL,CHICAGO,ILLINOIS,361,safe
-118.303,34.6239,6225,S-70I,PACOIMA,CALIFORNIA,460,moderate
-117.894,34.6303,10375,182P,BAKERSFIELD,CALIFORNIA,460,moderate
-118.209,34.6214,31225,757-224,CHICAGO,ILLINOIS,513,risk
-118.715,35.2992,32125,BD-500-1A10,ATLANTA,GEORGIA,460,risk
-118.152,34.6924,37300,737-8H4,DALLAS,TEXAS,513,risk
-118.234,34.7996,10625,182P,BAKERSFIELD,CALIFORNIA,460,moderate
-117.428,34.6271,30200,737-823,SALT LAKE CITY,UTAH,490,risk
-117.542,34.4757,36350,ERJ 170-200 LR,FORT WORTH,TEXAS,525,risk
-118.25,34.6696,40025,737-7H4,DALLAS,TEXAS,500,highest risk
-118.191,34.75,41225,BD-100-1A10,RENO,NEVADA,529,highest risk
-118.094,34.687,39275,737-924ER,CHICAGO,ILLINOIS,525,risk
-118.206,34.6399,2975,S-70I,PACOIMA,CALIFORNIA,460,moderate
-117.736,34.5601,37300,A320-251N,SALT LAKE CITY,UTAH,486,risk
-118.02,34.4645,9375,PA-32-260,NORTH HILLS,CALIFORNIA,460,moderate
-117.638,34.6504,38325,CL-600-2D24,PHOENIX,ARIZONA,534,risk
-118.466,34.4637,39325,737-8H4,DALLAS,TEXAS,502,risk
-117.452,34.4941,30150,BD-500-1A11,ATLANTA,GEORGIA,511,risk
-118.431,34.9813,33300,737-900ER,SEATAC,WASHINGTON,506,risk
-118.945,34.9053,37350,A320-251N,SALT LAKE CITY,UTAH,460,risk
-118.344,34.441,27225,737-7H4,DALLAS,TEXAS,479,moderate
-118.099,34.6853,10750,EMB-135ER,DALLAS,TEXAS,460,moderate
-118.411,34.8329,31325,737-8H4,DALLAS,TEXAS,518,risk
-118.335,34.3164,29300,BD-500-1A11,ATLANTA,GEORGIA,511,risk
-118.407,34.4328,36750,A320-211,ATLANTA,GEORGIA,523,risk
-118.053,34.3673,36225,A320-251N,SALT LAKE CITY,UTAH,520,risk
-118.041,34.5902,22650,ERJ 170-200 LR,ST GEORGE,UTAH,405,moderate
-118.29,34.5054,19600,737-7H4,DALLAS,TEXAS,433,moderate
-117.884,34.5798,33250,737-8H4,DALLAS,TEXAS,490,risk
-118.506,34.6109,37350,737-7H4,DALLAS,TEXAS,520,risk
-117.791,34.5662,36350,737-8,SALT LAKE CITY,UTAH,523,risk
-118.547,34.5946,30925,A320-251N,SALT LAKE CITY,UTAH,516,risk
-117.813,34.2833,22600,CL-600-2C10,ST GEORGE,UTAH,460,moderate
-118.145,34.5381,33025,EMB-505,OKLAHOMA CITY,OKLAHOMA,516,risk
-117.971,34.6915,29250,737-7H4,DALLAS,TEXAS,458,moderate
-118.317,34.5172,26050,PC-24,DORADO,FOREIGN,345,moderate
-117.941,34.5461,23200,HAWKER 800XP,LAS VEGAS,NEVADA,460,moderate
-117.963,34.6111,17500,CL-600-2C10,SALT LAKE CITY,UTAH,444,moderate
-117.738,34.5197,40225,CL-600-2D24,SALT LAKE CITY,UTAH,518,highest risk
-118.29,34.5311,16025,A320-232,SALT LAKE CITY,UTAH,430,moderate
-118.263,34.5873,9425,750,SALT LAKE CITY,UTAH,460,moderate
-118.605,34.9707,39325,737-8H4,DALLAS,TEXAS,516,risk
-118.733,34.8325,36775,737-7H4,DALLAS,TEXAS,527,risk
-117.622,34.7103,31950,737-7H4,DALLAS,TEXAS,523,risk
-118.155,34.846,31225,737-823,WILMINGTON,DELAWARE,534,risk
-118.321,34.3878,38350,737-8,DALLAS,TEXAS,518,risk
-118.598,34.9281,35300,ERJ 170-200 LR,ST GEORGE,UTAH,493,risk
-118.36,34.5655,8100,737-7BD,DALLAS,TEXAS,320,safe
-118.315,34.4714,26150,737-7H4,DALLAS,TEXAS,504,risk
-118.309,34.7645,42200,737-7Q8,WILMINGTON,DELAWARE,504,highest risk
-118.067,34.8307,33175,CL-600-2B19,ST GEORGE,UTAH,504,risk
-118.356,34.5676,8100,CL-600-2B19,SALT LAKE CITY,UTAH,318,safe
-118.657,34.4339,39350,737-8,DALLAS,TEXAS,513,risk
-118.479,34.5256,41175,737-7H4,DALLAS,TEXAS,502,highest risk
-118.118,34.492,38375,A320-251N,SALT LAKE CITY,UTAH,513,risk
-117.663,34.8228,39275,737-7H4,DALLAS,TEXAS,500,risk
-117.885,34.5766,8475,AA-5B,MOJAVE,CALIFORNIA,460,moderate
-117.963,34.5856,21875,737-9,SEATTLE,WASHINGTON,447,moderate
-118.375,34.6886,7000,AA-5B,MOJAVE,CALIFORNIA,460,moderate
-117.89,34.6464,15350,EMB-135LR,DALLAS,TEXAS,460,moderate
-118.607,34.493,28275,737-7BD,DALLAS,TEXAS,483,moderate
-117.946,34.6299,14575,737-7H4,DALLAS,TEXAS,414,moderate
-118.663,35.0474,29300,A319-131,CHICAGO,ILLINOIS,541,risk
-117.979,34.6352,13075,700,OKLAHOMA CITY,OKLAHOMA,460,moderate
-117.953,34.4186,20450,CL-600-2B16,CHEYENNE,WYOMING,437,moderate
-118.396,34.6328,37225,737-7H4,DALLAS,TEXAS,511,risk
-117.758,34.4917,17375,ERJ 170-200 LL,CHICAGO,ILLINOIS,398,safe
-118.154,34.3876,36350,A319-131,CHICAGO,ILLINOIS,532,risk
-118.55,34.395,32075,ERJ 170-200 LR,ST GEORGE,UTAH,481,risk
-118.441,34.2151,32675,737-900ER,SEATAC,WASHINGTON,532,risk
-117.641,34.422,18850,CL-600-2B19,ST GEORGE,UTAH,460,moderate
-118.576,34.6434,39325,737-8,DALLAS,TEXAS,481,risk
-118.365,34.3842,18175,737-7H4,DALLAS,TEXAS,364,safe
-118.646,34.8148,36400,737-832,ATLANTA,GEORGIA,527,risk
-117.754,34.6355,22850,CL-600-2B19,SALT LAKE CITY,UTAH,465,moderate
-118.467,34.4946,28250,B300,FOLSOM,CALIFORNIA,313,moderate
-118.025,34.614,21850,737-7H4,DALLAS,TEXAS,444,moderate
-118.622,34.7595,41275,737-800,DALLAS,TEXAS,509,highest risk
-118.319,34.5744,8625,737-7H4,DALLAS,TEXAS,341,safe
-117.885,34.6512,14350,737-7H4,DALLAS,TEXAS,417,moderate
-118.813,34.5447,32725,A320-232,SALT LAKE CITY,UTAH,460,risk
-118.606,34.8564,41225,737-7H4,DALLAS,TEXAS,511,highest risk
-117.604,34.6511,28200,737-7H4,DALLAS,TEXAS,483,moderate
-118.851,34.8555,42225,737-7H4,DALLAS,TEXAS,460,highest risk
-118.193,34.6882,26175,CL-600-2B19,ST GEORGE,UTAH,518,risk
-117.689,34.5195,42225,737-800,DALLAS,TEXAS,502,highest risk
-118.523,34.4206,37325,737-7H4,DALLAS,TEXAS,511,risk
-118.157,34.6001,10725,EMB-545,CLEVELAND,OHIO,345,safe
-117.966,34.6268,15625,EMB-135LR,DALLAS,TEXAS,460,moderate
-118.115,34.6197,10725,737-7Q8,WILMINGTON,DELAWARE,391,safe
-118.085,34.501,20050,PC-12/47E,LAS VEGAS,NEVADA,207,moderate
-118.098,34.67,21500,FALCON 2000EX,DENVER,COLORADO,447,moderate
-118.524,34.9492,29450,BD-500-1A10,SALT LAKE CITY,UTAH,525,risk
-118.097,34.4953,24425,737-7H4,DALLAS,TEXAS,472,moderate
-117.87,34.5159,24100,737-8,DALLAS,TEXAS,463,moderate
-118.252,34.7507,7600,180K,RIDGECREST,CALIFORNIA,460,moderate
-118.67,34.417,39375,737-7BD,DALLAS,TEXAS,513,risk
-118.496,35.0,39350,737-852,SALT LAKE CITY,UTAH,504,risk
-118.894,35.3011,37375,737-86J,SALT LAKE CITY,UTAH,532,risk
-118.485,34.4094,37475,737-7H4,DALLAS,TEXAS,520,risk
-118.494,34.5795,25175,B300,SACRAMENTO,CALIFORNIA,329,moderate
-117.823,34.5404,42375,A330-243,HONOLULU,HAWAII,520,highest risk
-117.907,34.5652,27450,G-V,LOS ANGELES,CALIFORNIA,506,risk
-117.1,34.5431,29700,A321-231,FORT WORTH,TEXAS,527,risk
-118.309,34.5132,36450,A320-232,CHICAGO,ILLINOIS,511,risk
-118.097,34.6745,16800,PC-12/45,SOUTH JORDAN,UTAH,460,moderate
-117.841,34.3595,36375,737-86J,SALT LAKE CITY,UTAH,520,risk
-117.661,34.2988,20425,A320-251N,SALT LAKE CITY,UTAH,460,moderate
-117.902,34.5068,34375,A320-233,SALT LAKE CITY,UTAH,513,risk
-118.122,34.6277,39400,A330-243,HONOLULU,HAWAII,518,risk
-117.724,34.8277,26325,CL-600-2B16,PHOENIX,ARIZONA,460,moderate
-118.066,34.5237,34350,A320-233,SALT LAKE CITY,UTAH,525,risk
-118.122,34.6753,23075,767-300F,MEMPHIS,TENNESSEE,490,moderate
-118.257,34.5847,7975,A300 F4-622R,LOUISVILLE,KENTUCKY,325,safe
-118.36,34.5653,8025,A300 F4-605R,BOSTON,MASSACHUSETTS,308,safe
-118.354,34.8927,29450,A320-232,CHICAGO,ILLINOIS,527,risk
-118.203,34.7378,24725,CL-600-2B19,ST GEORGE,UTAH,417,moderate
-118.101,34.4192,30475,A319-112,WILMINGTON,DELAWARE,536,risk
-118.458,34.4041,42400,A330-243,SALT LAKE CITY,UTAH,527,highest risk
-118.597,34.9896,35350,737-8,DALLAS,TEXAS,534,risk
-117.836,34.3993,18475,737-832,ATLANTA,GEORGIA,470,moderate
-118.466,34.5054,27300,737-7H4,DALLAS,TEXAS,513,risk
-118.121,34.4838,37375,737-7H4,DALLAS,TEXAS,520,risk
-117.562,34.8465,38375,737-7H4,DALLAS,TEXAS,509,risk
-118.477,34.8588,35325,737-924ER,CHICAGO,ILLINOIS,513,risk
-118.341,34.8994,34300,CL-600-2D24,PHOENIX,ARIZONA,562,risk
-118.392,34.4876,22825,737-9,SEATTLE,WASHINGTON,463,moderate
-118.731,35.1507,33450,737-7H4,DALLAS,TEXAS,529,risk
-118.634,34.7003,35625,525,RANCHO SANTA FE,CALIFORNIA,442,risk
-118.5,34.4465,40350,737-8H4,DALLAS,TEXAS,516,highest risk
-118.318,34.7996,41350,737-7H4,DALLAS,TEXAS,513,highest risk
-118.441,34.9404,25975,BD-500-1A10,SALT LAKE CITY,UTAH,488,moderate
-117.889,34.1294,44300,BD-100-1A10,DANBURY,CONNECTICUT,460,highest risk
-118.217,34.5913,9675,680A,OKLAHOMA CITY,OKLAHOMA,460,moderate
-118.184,34.5798,24075,PC-12/45,SOUTH JORDAN,UTAH,460,moderate
-118.75,34.8467,40400,525C,SALINAS,CALIFORNIA,495,highest risk
-118.036,34.7071,8975,525A,BAKERSFIELD,CALIFORNIA,460,moderate
-118.226,34.5249,29875,GV-SP (G550),INDIANAPOLIS,INDIANA,566,risk
-117.923,34.5896,38350,ERJ 170-200 LR,ST GEORGE,UTAH,481,risk
-117.504,34.8087,34300,737-823,WILMINGTON,DELAWARE,460,risk
-118.062,34.7014,10575,208B,MEMPHIS,TENNESSEE,460,moderate
-118.017,34.8028,10025,208B,MEMPHIS,TENNESSEE,460,moderate
-118.225,34.5708,21225,737-7Q8,WILMINGTON,DELAWARE,474,moderate
-118.077,34.6911,19925,ERJ 170-200 LL,ST GEORGE,UTAH,419,moderate
-117.378,34.6277,29400,737-900ER,CHICAGO,ILLINOIS,460,moderate
-118.501,34.6582,37375,737-9,SALT LAKE CITY,UTAH,523,risk
-118.068,34.659,23375,737-7H4,DALLAS,TEXAS,460,moderate
-117.865,34.572,38375,A319-112,SALT LAKE CITY,UTAH,520,risk
-117.933,34.341,15275,737-8,DALLAS,TEXAS,366,safe
-118.545,34.4212,31925,A320-214,WILMINGTON,DELAWARE,490,risk
-118.358,34.5652,7900,A320-251N,WILMINGTON,DELAWARE,325,safe
-117.774,34.3623,26225,737-7H4,DALLAS,TEXAS,527,risk
-119.01,34.9921,34575,737-7H4,DALLAS,TEXAS,527,risk
-118.593,34.383,35425,A321-271N,HONOLULU,HAWAII,523,risk
-118.344,34.4555,18650,737-7H4,DALLAS,TEXAS,444,moderate
-118.175,34.5156,9600,B36TC,MIDDLETOWN,DELAWARE,460,moderate
-118.5,34.5624,22200,A321-271N,HONOLULU,HAWAII,472,moderate
-118.125,34.391,42275,525B,SALINAS,CALIFORNIA,467,highest risk
-117.729,34.8491,44025,525B,SANTA BARBARA,CALIFORNIA,389,highest risk
-117.29,34.6299,29225,737-8,DALLAS,TEXAS,506,risk
-117.833,34.3015,19225,A321-231,LONG ISLAND CITY,NEW YORK,511,risk
-118.296,34.5798,8625,FALCON 2000EX,LAS VEGAS,NEVADA,336,safe
-118.242,34.7614,37450,A320-214,SALT LAKE CITY,UTAH,511,risk
-117.665,34.7088,26150,737-823,WILMINGTON,DELAWARE,546,risk
-118.59,34.3348,39400,737-800,DALLAS,TEXAS,518,risk
-118.272,34.7395,25100,737-900ER,SEATTLE,WASHINGTON,474,moderate
-118.08,34.404,7375,182S,GROVELAND,CALIFORNIA,460,moderate
-118.232,34.5893,9300,A320-232,MIRAMAR,FLORIDA,329,safe
-117.603,34.6672,36375,737-8,WILMINGTON,DELAWARE,529,risk
-118.618,34.9568,27200,B300,SHELTON,CONNECTICUT,336,moderate
-118.591,34.2431,39375,737-7H4,DALLAS,TEXAS,460,risk
-117.979,34.5647,33325,HAWKER 800XP,WEST BEND,WISCONSIN,520,risk
-118.458,34.4975,23375,ERJ 170-200 LL,CHICAGO,ILLINOIS,433,moderate
-118.523,34.64,26225,PA46-500TP,SAN DIEGO,CALIFORNIA,460,moderate
-118.27,34.5464,12925,421C,LAGUNA HILLS,CALIFORNIA,460,moderate
-118.446,34.3701,41150,737-7H4,DALLAS,TEXAS,511,highest risk
-118.252,34.4533,15225,200,CHATSWORTH,CALIFORNIA,460,moderate
-118.297,34.413,39400,BD-100-1A10,DANBURY,CONNECTICUT,518,risk
-118.464,34.4178,25125,B300,SANTA ANA,CALIFORNIA,460,moderate
-118.375,34.4771,24950,737-7H4,DALLAS,TEXAS,493,moderate
-118.699,34.8358,29200,ERJ 170-200 LR,ST GEORGE,UTAH,509,risk
-118.734,34.696,39425,737-7H4,DALLAS,TEXAS,460,risk
-117.943,34.6934,21950,ERJ 170-200 LL,CHICAGO,ILLINOIS,433,moderate
-117.896,34.6172,31600,750,KINSTON,NORTH CAROLINA,511,risk
-118.139,34.667,29325,ERJ 170-200 LR,SAINT GEORGE,UTAH,495,moderate
-117.905,34.7623,11725,PA-32-260,LODI,CALIFORNIA,460,moderate
-118.393,34.7892,29175,CL-600-2B19,ST GEORGE,UTAH,493,moderate
-118.598,34.981,29725,680,OKLAHOMA CITY,OKLAHOMA,511,risk
-118.552,34.5719,21175,680A,COLUMBUS,OHIO,417,moderate
-117.964,34.7306,9500,208B,MEMPHIS,TENNESSEE,460,moderate
-117.829,34.8118,28925,BD-100-1A10,NORTH SALT LAKE,UTAH,502,risk
-118.618,34.4447,41350,737-7BD,DALLAS,TEXAS,518,highest risk
-118.341,34.4581,17800,A320-251N,WILMINGTON,DELAWARE,424,moderate
-118.213,34.5822,17675,ERJ 170-200 LR,ST GEORGE,UTAH,433,moderate
-118.609,34.2783,36375,737-990ER,SEATTLE,WASHINGTON,513,risk
-117.982,34.6909,17175,,WASHINGTON,DIST. OF COL.,440,moderate
-118.016,34.6098,21975,737-7H4,DALLAS,TEXAS,465,moderate
-117.878,34.6697,7275,A36,SAVANNAH,GEORGIA,460,moderate
-118.1,34.2903,44400,GIV-X (G450),CLEVELAND,OHIO,527,highest risk
-118.572,34.5477,40425,737-8,DALLAS,TEXAS,516,highest risk
-117.777,34.5003,16825,737-800,DALLAS,TEXAS,477,moderate
-118.068,34.6319,10625,M20K,GRASS VALLEY,CALIFORNIA,460,moderate
-118.316,34.5574,17250,680A,OKLAHOMA CITY,OKLAHOMA,396,safe
-118.49,34.8853,27900,A319-131,CHICAGO,ILLINOIS,479,moderate
-117.717,34.6523,33275,737-8H4,DALLAS,TEXAS,527,risk
-118.737,34.5158,39350,525B,VISTA,CALIFORNIA,467,risk
-118.123,34.6345,5450,A109E,GREENWOOD VILLAGE,COLORADO,460,moderate
-117.353,34.5528,28475,737-8H4,DALLAS,TEXAS,460,moderate
-117.756,34.5294,27000,737-7H4,DALLAS,TEXAS,479,moderate
-117.489,34.5935,31825,737-7H4,DALLAS,TEXAS,504,risk
-117.824,34.522,18025,ERJ 170-200 LR,ST GEORGE,UTAH,428,moderate
-118.026,34.6772,6550,PA-28-140,TEHACHAPI,CALIFORNIA,460,moderate
-118.591,34.4411,37425,CL-600-2B16,OKLAHOMA CITY,OKLAHOMA,509,risk
-118.907,34.9285,30775,222,GONZALES,CALIFORNIA,460,risk
-118.524,35.0118,30200,737-790,SEATAC,WASHINGTON,490,risk
-118.306,34.7988,26825,737-990ER,SEATTLE,WASHINGTON,474,moderate
-118.845,34.886,25925,EMB-135LR,SALT LAKE CITY,UTAH,460,moderate
-118.106,34.3275,35375,737-8,DALLAS,TEXAS,536,risk
-117.934,34.487,9450,U206F,CAMARILLO,CALIFORNIA,460,moderate
-117.773,34.41,41700,525B,SALEM,OREGON,449,highest risk
-117.665,34.6719,40325,525A,LOS ANGELES,CALIFORNIA,460,highest risk
-118.112,34.7653,4950,152,LANCASTER,CALIFORNIA,460,moderate
-118.297,34.7552,25075,737-7H4,DALLAS,TEXAS,467,moderate
-118.258,34.6777,4575,PA-23-250,PALMDALE,CALIFORNIA,460,moderate
-118.094,34.4727,38400,737-823,FORT WORTH,TEXAS,513,risk
-117.682,34.7076,22950,A320-232,MIRAMAR,FLORIDA,460,moderate
-118.163,34.6251,39450,A330-243,SALT LAKE CITY,UTAH,520,risk
-117.835,34.1453,36400,A320-232,CHICAGO,ILLINOIS,460,risk
-117.843,34.6553,14425,A320-232,SALT LAKE CITY,UTAH,477,moderate
-118.5,34.6931,34350,737-924ER,CHICAGO,ILLINOIS,525,risk
-118.021,34.6845,22100,EMB-135LR,DALLAS,TEXAS,460,moderate
-118.453,34.5125,35775,550,SALINAS,CALIFORNIA,460,risk
-118.63,34.8905,39400,737-8,SALT LAKE CITY,UTAH,520,risk
-118.372,34.7436,10650,182S,GROVELAND,CALIFORNIA,460,moderate
-117.904,34.9521,32375,777-222,CHICAGO,ILLINOIS,578,risk
-118.226,34.5698,16825,400A,SANTA ANA,CALIFORNIA,366,safe
-117.664,34.3665,19950,A321-253NX,FORT WORTH,TEXAS,460,moderate
-118.748,34.528,39425,737-7H4,DALLAS,TEXAS,513,risk
-117.945,34.6864,28550,ERJ 170-200 LR,ST GEORGE,UTAH,444,moderate
-118.326,34.5731,8450,EMB-505,PARK CITY,UTAH,460,moderate
-118.008,34.5769,24150,GVII-G500,BEAVERTON,OREGON,534,risk
-117.794,34.4568,24050,GVI (G650ER),SALT LAKE CITY,UTAH,467,moderate
-118.636,34.9183,25475,EMB-505,WILMINGTON,DELAWARE,465,moderate
-117.823,34.5217,16500,BD-500-1A10,ATLANTA,GEORGIA,414,moderate
-117.888,34.6159,9550,SR22,LOS ANGELES,CALIFORNIA,460,moderate
-118.077,34.5071,22800,700,OKLAHOMA CITY,OKLAHOMA,481,moderate
-118.282,34.7871,26350,737-7H4,DALLAS,TEXAS,532,risk
-118.069,34.7186,6225,R44 II,LOS ALTOS HILLS,CALIFORNIA,460,moderate
-118.75,34.8322,27450,737-8,DALLAS,TEXAS,483,moderate
-118.183,34.7311,15800,PA 46-350P,PORTERVILLE,CALIFORNIA,460,moderate
-118.126,34.5135,6875,AS332L1,LONG BEACH,CALIFORNIA,460,moderate
-118.353,34.5661,8050,680,OKLAHOMA CITY,OKLAHOMA,460,moderate
-117.228,34.6263,28425,737-932ER,SALT LAKE CITY,UTAH,546,risk
-117.635,34.8125,40375,737-76Q,SALT LAKE CITY,UTAH,460,highest risk
-118.641,34.9968,41350,560XLS,NORMAN,OKLAHOMA,486,highest risk
-118.29,34.6266,6475,M20R,TUCSON,ARIZONA,460,moderate
-117.999,34.6056,29250,ERJ 170-200 LR,ST GEORGE,UTAH,375,moderate
-118.733,34.6264,36275,A320-214,LAS VEGAS,NEVADA,525,risk
-118.58,34.7813,34650,EMB-145LR,DALLAS,TEXAS,477,risk
-118.361,34.5653,8075,,OKLAHOMA CITY,OKLAHOMA,460,moderate
-117.996,34.5676,23775,B300,NEW YORK,NEW YORK,348,moderate
-117.179,34.6556,30875,737-932ER,ATLANTA,GEORGIA,548,risk
-117.844,34.3762,19950,737-7H4,DALLAS,TEXAS,391,safe
-118.639,34.4384,42350,525C,MENLO PARK,CALIFORNIA,472,highest risk
-118.262,34.7284,11600,SR22T,LOS ANGELES,CALIFORNIA,198,safe
-118.384,34.5746,44300,BD-100-1A10,OKLAHOMA CITY,OKLAHOMA,518,highest risk
-118.27,34.3866,18025,EMB-135ER,DALLAS,TEXAS,460,moderate
-118.665,34.4494,32925,ERJ 170-200 LR,ST GEORGE,UTAH,529,risk
-118.76,34.5483,29125,737-7K9,DALLAS,TEXAS,534,risk
-118.236,34.3742,41375,525C,SALINAS,CALIFORNIA,500,highest risk
-118.179,34.5087,37400,A320-251N,SALT LAKE CITY,UTAH,513,risk
-118.015,34.7294,7550,RV-7,SEATTLE,WASHINGTON,460,moderate
-118.082,34.2691,31275,CL-600-2C10,SALT LAKE CITY,UTAH,516,risk
-117.873,34.6067,24600,FALCON 2000EX,LAS VEGAS,NEVADA,497,moderate
-118.652,34.7029,36375,737-800,DALLAS,TEXAS,520,risk
-118.057,34.8585,35325,680,OKLAHOMA CITY,OKLAHOMA,506,risk
-117.435,34.6442,25675,737-7H4,DALLAS,TEXAS,509,risk
-118.079,34.6897,36400,737-8,DALLAS,TEXAS,534,risk
-117.79,34.5281,15950,LANCAIR EVOLUTION,LOS ANGELES,CALIFORNIA,460,moderate
-117.226,34.6279,28900,737-932ER,ATLANTA,GEORGIA,550,risk
-118.199,34.519,31250,737-7H4,DALLAS,TEXAS,525,risk
-118.739,34.6252,33275,CL-600-2B16,ORANGE,CALIFORNIA,569,risk
-117.5,34.4647,30625,ERJ 170-200 LR,ST GEORGE,UTAH,483,risk
-117.752,34.4518,35350,737-8,DALLAS,TEXAS,534,risk
-118.155,34.7647,7225,VANS RV-6,LANCASTER,CALIFORNIA,460,moderate
-118.122,34.5249,7450,A109E,GREENWOOD VILLAGE,COLORADO,460,moderate
-118.735,34.3861,31275,A319-112,FORT WORTH,TEXAS,502,risk
-118.712,35.1183,36400,737-990,SEATTLE,WASHINGTON,460,risk
-118.287,34.745,3675,182T,PALMDALE,CALIFORNIA,460,moderate
-118.298,34.5239,16900,B200,VISALIA,CALIFORNIA,460,moderate
-118.149,34.4548,9450,SLING TSI,TORRANCE,CALIFORNIA,460,moderate
-118.552,34.5563,24650,ERJ 170-200 LR,ST GEORGE,UTAH,447,moderate
-117.989,34.6887,19875,737-752,SALT LAKE CITY,UTAH,453,moderate
-117.843,34.5054,21975,,WASHINGTON,DIST. OF COL.,520,risk
-118.186,34.684,24925,737-990,SEATAC,WASHINGTON,458,moderate
-118.435,34.8074,31250,A320-232,BOSTON,MASSACHUSETTS,539,risk
-118.87,34.2408,42400,FALCON 2000EX,DANBURY,CONNECTICUT,460,highest risk
-118.738,34.5164,39375,EMB-505,CARLSBAD,CALIFORNIA,500,risk
-118.105,34.6794,8500,PA-24-250,YUMA,ARIZONA,460,moderate
-117.998,34.3936,36325,737-890,SEATTLE,WASHINGTON,523,risk
-118.203,34.3148,38425,737-9,SEATTLE,WASHINGTON,516,risk
-118.127,34.7775,9450,,WICKENBURG,ARIZONA,460,moderate
-118.011,34.5898,9500,PA-28-180,OROFINO,IDAHO,460,moderate
-118.743,34.7896,36475,A320-232,CHICAGO,ILLINOIS,460,risk
-118.153,34.6864,2625,EC 135 P2+,SANTA ROSA,CALIFORNIA,460,moderate
-118.31,34.5766,8475,750,SOUTH PALM BEACH,FLORIDA,322,safe
-118.009,34.5375,7425,SR22,HENDERSON,NEVADA,460,moderate
-118.581,34.507,36425,ERJ 170-200 LR,SEATTLE,WASHINGTON,502,risk
-118.55,34.6666,25825,737-990ER,SEATTLE,WASHINGTON,479,moderate
-117.559,34.5713,32700,45,NEWARK,DELAWARE,516,risk
-118.336,34.7579,10525,B36TC,EMIGRANT GAP,CALIFORNIA,460,moderate
-117.725,34.583,16500,GVII-G600,LAS VEGAS,NEVADA,442,moderate
-118.023,34.4704,34300,737-8H4,DALLAS,TEXAS,518,risk
-118.51,34.389,19750,525B,BAKERSFIELD,CALIFORNIA,419,moderate
-118.353,34.567,8100,BD-100-1A10,OKLAHOMA CITY,OKLAHOMA,334,safe
-118.696,34.862,19425,PA46-500TP,SYLMAR,CALIFORNIA,460,moderate
-118.571,34.5464,38400,737-76N,SALT LAKE CITY,UTAH,460,risk
-118.195,34.6892,23500,TBM 700A,MOFFETT FIELD,CALIFORNIA,334,moderate
-117.657,34.3708,22975,A321-211,ATLANTA,GEORGIA,460,moderate
-118.028,34.4742,9500,SR22,LAKE HAVASU CITY,ARIZONA,191,safe
-118.509,34.6701,30200,TBM 700,EAGLE,IDAHO,355,risk
-118.098,34.7051,6850,172N,LANCASTER,CALIFORNIA,460,moderate
-117.907,34.5309,22050,737-7H4,DALLAS,TEXAS,451,moderate
-117.918,34.6993,4725,S35,SANTA BARBARA,CALIFORNIA,460,moderate
-118.346,34.7685,7450,M20F,EASLEY,SOUTH CAROLINA,460,moderate
-118.361,34.4648,19675,BD-500-1A10,ATLANTA,GEORGIA,444,moderate
