long,lat,alt,model,reg_city,reg_state,mph,Label
-118.35,34.5677,7900,737-7BD,DALLAS,TEXAS,322,safe
-118.135,34.6201,3875,B300,EL SEGUNDO,CALIFORNIA,460,moderate
-118.408,34.6755,29675,CL-600-2D24,PHOENIX,ARIZONA,481,moderate
-118.083,34.7238,21400,525A,BAKERSFIELD,CALIFORNIA,460,moderate
-118.07,34.6087,22400,G-IV,WILMINGTON,DELAWARE,481,moderate
-118.354,34.5668,7975,,BENTONVILLE,ARKANSAS,325,safe
-117.576,34.7111,34600,45,NEWARK,DELAWARE,486,risk
-118.263,34.5329,21325,737-7H4,DALLAS,TEXAS,428,moderate
-118.386,34.6888,37675,757-224,CHICAGO,ILLINOIS,534,risk
-118.163,34.6688,22025,ERJ 170-200 LR,SEATTLE,WASHINGTON,467,moderate
-118.014,34.4894,12475,PA-34-220T,CLOVIS,CALIFORNIA,460,moderate
-118.271,34.5462,29200,E1000,KALISPELL,MONTANA,258,moderate
-117.872,34.5617,24300,560XL,COLUMBUS,OHIO,460,moderate
-118.189,34.488,34450,HAWKER 800XP,TUCSON,ARIZONA,520,risk
-118.315,34.5009,8350,35-B33,VISTA,CALIFORNIA,460,moderate
-118.648,34.672,39725,737-7H4,DALLAS,TEXAS,460,risk
-117.653,34.3737,25425,ERJ 170-200 LR,ST GEORGE,UTAH,460,moderate
-118.04,34.6319,9375,M20R,SEAL BEACH,CALIFORNIA,460,moderate
-118.439,34.3605,39875,737-73V,SALT LAKE CITY,UTAH,504,risk
-118.255,34.6185,6175,182P,ALTADENA,CALIFORNIA,460,moderate
-117.959,34.3545,35725,A320-251N,SALT LAKE CITY,UTAH,520,risk
-118.054,34.6194,7225,182P,MULINO,OREGON,460,moderate
-117.616,34.7611,9375,182P,REDDING,CALIFORNIA,460,moderate
-118.101,34.6008,3125,S-70I,LOS ANGELES,CALIFORNIA,460,moderate
-118.064,34.542,23700,737-7H4,DALLAS,TEXAS,509,risk
-118.317,34.4196,23575,PA 46-350P,PROSPER,TEXAS,460,moderate
-118.115,34.6593,34700,737-924ER,CHICAGO,ILLINOIS,518,risk
-117.962,34.7201,7300,,,,308,safe
-118.04,34.5049,7300,182P,NORTH LAS VEGAS,NEVADA,460,moderate
-118.12,34.5722,7400,172M,CAMARILLO,CALIFORNIA,460,moderate
-118.197,34.5993,19325,FALCON 50,WILLIAMSBURG,VIRGINIA,470,moderate
-118.1,34.6568,20375,767-34AF,LOUISVILLE,KENTUCKY,465,moderate
-117.796,34.5906,25550,G-IV,LOS ANGELES,CALIFORNIA,529,risk
-118.207,34.6978,24475,HAWKER 800XP,FORT PIERCE,FLORIDA,460,moderate
-118.533,34.7011,28725,B300,NEWPORT BEACH,CALIFORNIA,460,moderate
-118.791,34.8397,40775,G-V,PETALUMA,CALIFORNIA,543,highest risk
-118.35,34.5677,7950,G-IV,WILMINGTON,DELAWARE,302,safe
-117.892,34.6499,13825,A320-232,MIRAMAR,FLORIDA,460,moderate
-118.522,34.7886,39800,777-222,CHICAGO,ILLINOIS,460,risk
-118.312,34.483,22425,525C,PECOS,TEXAS,384,moderate
-118.098,34.624,12450,757-24APF,LOUISVILLE,KENTUCKY,371,safe
-118.246,34.7576,21225,525,WILMINGTON,DELAWARE,407,moderate
-118.105,34.7464,11475,LC41-550FG,ROSWELL,NEW MEXICO,460,moderate
-117.861,34.5125,19550,G-IV,WEST HOLLYWOOD,CALIFORNIA,460,moderate
-117.717,34.4727,14725,737-7H4,DALLAS,TEXAS,419,moderate
-117.854,34.7027,5950,182M,TEHACHAPI,CALIFORNIA,460,moderate
-117.961,34.3522,19050,737-8H4,DALLAS,TEXAS,460,moderate
-118.621,34.4651,32125,737-890,SEATTLE,WASHINGTON,527,risk
-118.382,34.6045,12000,EA500,SHERIDAN,WYOMING,221,safe
-117.911,34.6953,20600,,OKLAHOMA CITY,OKLAHOMA,483,moderate
-117.857,34.5104,20800,GVI (G650ER),PORTLAND,OREGON,500,moderate
-117.937,34.5635,17675,C90,DELANO,CALIFORNIA,256,safe
-118.253,34.5205,26525,737-8H4,DALLAS,TEXAS,483,moderate
-118.065,34.6907,4925,,,,260,safe
-118.501,34.7731,45625,BD-700-1A11,SAN FRANCISCO,CALIFORNIA,548,highest risk
-117.677,34.359,25225,777-222,CHICAGO,ILLINOIS,460,moderate
-118.004,34.6264,7425,182P,LOS ALTOS,CALIFORNIA,460,moderate
-117.947,34.3051,17750,PA 46-350P,SAN LUIS OBISPO,CALIFORNIA,460,moderate
-118.543,34.9594,34750,737-990ER,SEATTLE,WASHINGTON,534,risk
-118.361,34.8413,36825,737-752,SALT LAKE CITY,UTAH,523,risk
-117.969,34.4414,11400,TR182,SOLANA BEACH,CALIFORNIA,460,moderate
-118.053,34.6753,3700,,,,460,moderate
-118.494,34.7784,13575,EMB-120ER,WILMINGTON,DELAWARE,460,moderate
-118.085,34.6723,26150,680A,OKLAHOMA CITY,OKLAHOMA,447,moderate
-118.108,34.5207,5425,172N,RIVERSIDE,CALIFORNIA,460,moderate
-117.96,34.6082,30675,EMB-500,LAS VEGAS,NEVADA,449,risk
-118.5,34.3196,35150,CL-600-2C10,ST GEORGE,UTAH,460,risk
-118.596,34.9194,28650,737-823,WILMINGTON,DELAWARE,539,risk
-118.236,34.6463,3050,K-1200,SANDPOINT,IDAHO,460,moderate
-117.747,34.3198,27675,A321-253NX,WILMINGTON,DELAWARE,444,moderate
-118.087,34.6264,10825,BD-500-1A10,ATLANTA,GEORGIA,384,safe
-118.218,34.566,37725,737-7BD,DALLAS,TEXAS,516,risk
-118.308,34.7624,21475,C90A,FRESNO,CALIFORNIA,460,moderate
-117.868,34.7438,50850,281,MOJAVE,CALIFORNIA,460,highest risk
-118.14,34.6145,10850,GV-SP (G550),BEVERLY HILLS,CALIFORNIA,389,safe
-118.003,34.6263,32850,ERJ 170-200 LR,SEATTLE,WASHINGTON,495,risk
-118.257,34.765,24825,BD-500-1A11,ATLANTA,GEORGIA,513,risk
-118.292,34.4885,7975,B300,EL SEGUNDO,CALIFORNIA,265,safe
-118.67,35.0919,34825,BD-500-1A10,ATLANTA,GEORGIA,520,risk
-118.209,34.5872,24775,737-7H4,DALLAS,TEXAS,407,moderate
-117.968,34.6424,13550,G-IV,LOS ANGELES,CALIFORNIA,426,moderate
-118.115,34.5876,9975,G-IV,WILMINGTON,DELAWARE,329,safe
-118.215,34.561,37850,A320-251N,SALT LAKE CITY,UTAH,495,risk
-118.22,34.6442,6325,172N,CAMARILLO,CALIFORNIA,460,moderate
-117.869,34.5906,22000,ERJ 170-200 LR,FORT WORTH,TEXAS,477,moderate
-118.154,34.7577,6325,PA-32R-301T,STATELINE,NEVADA,460,moderate
-118.365,34.2567,39800,737-7H4,DALLAS,TEXAS,509,risk
-118.332,34.5718,8075,GV-SP (G550),SYLMAR,CALIFORNIA,327,safe
-118.647,34.7883,40775,737-7H4,DALLAS,TEXAS,511,highest risk
-117.667,34.5473,51250,281,MOJAVE,CALIFORNIA,460,highest risk
-118.291,34.5048,18825,GIV-X (G450),LAS VEGAS,NEVADA,456,moderate
-118.328,34.6438,37800,737-823,SALT LAKE CITY,UTAH,513,risk
-118.212,34.6063,4525,500 S,BOZEMAN,MONTANA,460,moderate
-118.075,34.5494,31975,BD-700-1A10,NORTH SALT LAKE,UTAH,552,risk
-118.541,34.6216,22450,PA46-500TP,GARDNERVILLE,NEVADA,460,moderate
-118.834,34.8737,34850,737-832,ATLANTA,GEORGIA,529,risk
-118.575,34.9042,28650,737-824,CHICAGO,ILLINOIS,541,risk
-118.276,34.4984,16175,EMB-550,CLEVELAND,OHIO,368,safe
-117.626,34.3922,26450,A320-251N,SALT LAKE CITY,UTAH,456,moderate
-118.006,34.6859,27350,EMB-135LR,DALLAS,TEXAS,460,moderate
-118.216,34.7373,40800,EMB-545,CLEVELAND,OHIO,516,highest risk
-118.313,34.7506,38925,HAWKER 900XP,LONGWOOD,FLORIDA,511,risk
-118.356,34.5663,7925,G-IV,WEST HOLLYWOOD,CALIFORNIA,460,moderate
-118.152,34.6828,3000,AS350B2,LONG BEACH,CALIFORNIA,460,moderate
-118.469,34.9131,32750,CL-600-2B19,ST GEORGE,UTAH,506,risk
-118.094,34.4514,6275,LC41-550FG,LAS VEGAS,NEVADA,460,moderate
-118.152,34.6012,9450,DA 42,VALLEY VILLAGE,CALIFORNIA,182,safe
-118.265,34.6135,8400,PA-34-220T,SHERIDAN,WYOMING,460,moderate
-117.55,34.6273,32875,CL-600-2B19,ST GEORGE,UTAH,460,risk
-118.56,34.8665,36800,EMB-145XR,COLUMBUS,OHIO,513,risk
-117.636,34.42,19300,GVI (G650ER),SEATTLE,WASHINGTON,460,moderate
-118.116,34.7043,3050,AS350B2,LONG BEACH,CALIFORNIA,460,moderate
-118.515,34.5826,12000,PA-34-200T,INDIANA,PENNSYLVANIA,460,moderate
-117.867,34.5895,40750,737-79P,WILMINGTON,DELAWARE,513,highest risk
-118.064,34.4202,35825,737-8H4,DALLAS,TEXAS,500,risk
-118.759,34.5477,38925,A320-232,MIRAMAR,FLORIDA,493,risk
-117.491,34.4701,34425,GVII-G500,NORTH SALT LAKE,UTAH,571,risk
-118.102,34.6661,4925,ER-2,EDWARDS,CALIFORNIA,460,moderate
-118.143,34.6742,2925,AS350B2,LONG BEACH,CALIFORNIA,460,moderate
-118.125,34.6179,6925,,,,460,moderate
-117.668,34.7078,29025,HAWKER 900XP,HENDERSON,NEVADA,497,moderate
-118.415,34.8747,31850,CL-600-2D24,PHOENIX,ARIZONA,513,risk
-118.561,34.6605,32750,737-7BD,DALLAS,TEXAS,502,risk
-118.535,34.4954,37575,737-800,DALLAS,TEXAS,520,risk
-117.733,34.7066,27600,560,POCATELLO,IDAHO,460,moderate
-117.47,34.4532,37800,CL-600-2C10,ST GEORGE,UTAH,511,risk
-118.088,34.7617,42450,281,MOJAVE,CALIFORNIA,460,highest risk
-118.125,34.6956,2800,AS350B2,LONG BEACH,CALIFORNIA,460,moderate
-118.518,34.3643,34825,737-990ER,SEATTLE,WASHINGTON,527,risk
-118.489,34.7756,25600,ERJ 170-200 LR,FORT WORTH,TEXAS,486,moderate
-117.964,34.6022,35425,737-990,SEATTLE,WASHINGTON,520,risk
-118.322,34.5739,8525,CL-600-2B16,WHITTIER,CALIFORNIA,290,safe
-117.747,34.3559,37850,CL-600-2C10,ST GEORGE,UTAH,525,risk
-118.355,34.5671,7900,A300 F4-622R,LOUISVILLE,KENTUCKY,460,moderate
-118.137,34.4909,17950,EMB-135LR,DALLAS,TEXAS,460,moderate
-118.662,34.8195,35825,737-990ER,SEATTLE,WASHINGTON,516,risk
-118.143,34.5097,33800,737-924ER,CHICAGO,ILLINOIS,497,risk
-118.091,34.6097,8175,LONG-EZ,REDONDO BEACH,CALIFORNIA,460,moderate
-118.192,34.6803,38700,737-7H4,DALLAS,TEXAS,509,risk
-117.837,34.5276,17225,ERJ 170-200 LL,CHICAGO,ILLINOIS,401,moderate
-118.347,34.8325,36800,737-7CT,DALLAS,TEXAS,523,risk
-117.805,34.3252,16250,ERJ 170-200 LR,ST GEORGE,UTAH,460,moderate
-118.134,34.6042,10475,GVI (G650ER),SALT LAKE CITY,UTAH,336,safe
-118.064,34.6325,16675,PC-12/47E,WOODSIDE,CALIFORNIA,304,safe
-118.256,34.7646,24500,767-323,WILMINGTON,OHIO,410,moderate
-117.982,34.5941,19375,737-7H4,DALLAS,TEXAS,419,moderate
-118.548,34.7577,18400,B300,SHELTON,CONNECTICUT,338,safe
-118.305,34.1708,35875,737-832,ATLANTA,GEORGIA,460,risk
-118.084,34.6198,8375,PA-28-161,SANTA MARIA,CALIFORNIA,460,moderate
-118.156,34.6112,11225,FALCON 50,LOS ANGELES,CALIFORNIA,460,moderate
-117.97,34.4094,35850,ERJ 170-200 LR,ST GEORGE,UTAH,486,risk
-117.755,34.4902,16000,757-236,MEMPHIS,TENNESSEE,378,safe
-118.279,34.7802,45250,GVI (G650ER),SEATTLE,WASHINGTON,566,highest risk
-118.193,34.6697,3075,AS350B2,LONG BEACH,CALIFORNIA,460,moderate
-118.577,34.4639,40825,680A,OKLAHOMA CITY,OKLAHOMA,465,highest risk
-118.595,34.8143,26650,BD-500-1A11,ATLANTA,GEORGIA,497,moderate
-118.666,34.9302,28650,A320-232,SALT LAKE CITY,UTAH,525,risk
-118.133,34.6165,11075,G-V,LOS ANGELES,CALIFORNIA,343,safe
-118.097,34.4773,37825,EMB-145XR,COLUMBUS,OHIO,511,risk
-118.242,34.7459,37800,737-800,DALLAS,TEXAS,513,risk
-117.586,34.5398,30450,680A,OKLAHOMA CITY,OKLAHOMA,458,risk
-117.878,34.6189,9900,99,BOCA RATON,FLORIDA,460,moderate
-118.46,34.9058,28250,767-319,WILMINGTON,OHIO,460,moderate
-118.017,34.6561,3900,,,,193,safe
-117.785,34.5034,17225,737-7H4,DALLAS,TEXAS,440,moderate
-118.001,34.6796,4425,,,,292,safe
-117.992,34.6391,12475,BD-100-1A10,SALT LAKE CITY,UTAH,460,moderate
-118.119,34.4452,33875,A321-271N,HONOLULU,HAWAII,525,risk
-118.572,34.5687,27725,737-8,DALLAS,TEXAS,502,risk
-117.912,34.5676,24725,650,WILMINGTON,DELAWARE,460,moderate
-117.978,34.6421,4375,,,,276,safe
-118.101,34.6567,21625,737-790,SEATTLE,WASHINGTON,483,moderate
-118.144,34.5411,36900,737-832,ATLANTA,GEORGIA,527,risk
-118.42,34.3341,41750,737-752,DALLAS,TEXAS,506,highest risk
-118.693,34.6278,26350,737-7Q8,WILMINGTON,DELAWARE,495,moderate
-117.749,34.4388,37850,737-8,SALT LAKE CITY,UTAH,520,risk
-118.318,34.4772,38725,560XL,COLUMBUS,OHIO,460,risk
-118.713,34.9385,38850,A320-251N,SALT LAKE CITY,UTAH,518,risk
-118.366,34.8249,25775,MD-11F,LOUISVILLE,KENTUCKY,460,moderate
-118.296,34.5797,8850,737-7BD,DALLAS,TEXAS,318,safe
-118.151,34.6416,19375,A300 B4-622R,MEMPHIS,TENNESSEE,500,moderate
-117.921,34.5385,40775,680A,COLUMBUS,OHIO,500,highest risk
-118.05,34.6273,21625,767-223,WILMINGTON,OHIO,435,moderate
-117.338,34.562,26975,CL-600-2C10,ST GEORGE,UTAH,497,moderate
-117.864,34.5401,18900,737-7H4,DALLAS,TEXAS,444,moderate
-117.925,34.5748,24400,GV-SP (G550),NEW YORK,NEW YORK,502,risk
-118.254,34.7278,24575,737-7H4,DALLAS,TEXAS,467,moderate
-117.808,34.5916,32700,A319-112,SALT LAKE CITY,UTAH,534,risk
-117.963,34.5542,20600,CL-600-2B19,ST GEORGE,UTAH,456,moderate
-118.617,34.597,31200,737-7H4,DALLAS,TEXAS,539,risk
-118.677,34.7915,40800,737-800,DALLAS,TEXAS,518,highest risk
-118.486,34.4825,30125,560XL,DALLAS,TEXAS,477,risk
-117.764,34.4946,16700,767-34AF,LOUISVILLE,KENTUCKY,460,moderate
-117.979,34.3043,38850,A320-271N,WILMINGTON,DELAWARE,460,risk
-118.259,34.5173,23975,A321-271N,HONOLULU,HAWAII,552,risk
-118.329,34.802,37875,737-8,DALLAS,TEXAS,518,risk
-118.542,34.5054,39850,737-7H4,DALLAS,TEXAS,509,risk
-117.934,34.572,18400,737-890,SEATAC,WASHINGTON,412,moderate
-118.453,34.8514,29075,CL-600-2D24,PHOENIX,ARIZONA,500,moderate
-118.326,34.7984,35825,757-224,CHICAGO,ILLINOIS,534,risk
-118.425,34.6809,38875,A320-233,SALT LAKE CITY,UTAH,502,risk
-118.338,34.8432,13975,CL-600-2B19,ST GEORGE,UTAH,456,moderate
-118.176,34.5943,10450,DA 42,VALLEY VILLAGE,CALIFORNIA,460,moderate
-118.504,34.5073,34850,ERJ 170-200 LR,SAINT GEORGE,UTAH,488,risk
-117.958,34.5916,30825,A320-232,CHICAGO,ILLINOIS,541,risk
-118.283,34.5772,9000,A320-232,LONG ISLAND CITY,NEW YORK,334,safe
-118.27,34.7386,24100,BD-100-1A10,OKLAHOMA CITY,OKLAHOMA,502,risk
-118.481,34.5523,29225,737-8H4,DALLAS,TEXAS,534,risk
-118.28,34.6783,38850,737-852,SALT LAKE CITY,UTAH,511,risk
-118.224,34.5709,22350,737-7H4,DALLAS,TEXAS,497,moderate
-118.129,34.6008,11150,GULFSTREAM 200,GLENVIEW,ILLINOIS,460,moderate
-117.947,34.547,23550,737-800,DALLAS,TEXAS,465,moderate
-117.826,34.5228,17050,757-24APF,LOUISVILLE,KENTUCKY,435,moderate
-118.797,34.3734,36850,A319-112,WILMINGTON,DELAWARE,460,risk
-118.81,34.9182,25375,A319-114,ATLANTA,GEORGIA,460,moderate
-117.982,34.594,19575,747-8F,LOUISVILLE,KENTUCKY,447,moderate
-118.35,34.5676,8025,737-7H4,DALLAS,TEXAS,329,safe
-117.961,34.9252,40700,737-7H4,DALLAS,TEXAS,518,highest risk
-118.28,34.9352,24700,A300 F4-622R,LOUISVILLE,KENTUCKY,460,moderate
-118.695,34.5569,29925,BD-500-1A10,SALT LAKE CITY,UTAH,460,moderate
-118.356,34.5659,8025,ERJ 170-200 LL,ST GEORGE,UTAH,325,safe
-118.773,34.9024,40775,737-7H4,DALLAS,TEXAS,516,highest risk
-117.587,34.857,32750,737-823,WILMINGTON,DELAWARE,460,risk
-117.966,34.5358,29100,CL-600-2D24,PHOENIX,ARIZONA,509,risk
-117.857,34.5367,17800,737-7Q8,WILMINGTON,DELAWARE,391,safe
-118.001,34.6024,22275,737-8H4,DALLAS,TEXAS,426,moderate
-118.142,34.6143,10650,,SAVANNAH,GEORGIA,357,safe
-118.635,34.7939,27300,737-890,SEATAC,WASHINGTON,527,risk
-117.839,34.5032,21925,ERJ 170-200 LR,ST GEORGE,UTAH,447,moderate
-117.846,34.6993,18775,737-700,SALT LAKE CITY,UTAH,424,moderate
-117.853,34.6544,14100,BD-100-1A10,OKLAHOMA CITY,OKLAHOMA,449,moderate
-118.347,34.5683,8025,390,SAN DIEGO,CALIFORNIA,460,moderate
-118.644,34.7674,36850,A320-251N,SALT LAKE CITY,UTAH,523,risk
-118.614,35.0347,30525,737-79P,WILMINGTON,DELAWARE,529,risk
-118.382,34.281,35875,737-990,SEATTLE,WASHINGTON,509,risk
-117.266,34.6795,33775,FALCON 7X,SALT LAKE CITY,UTAH,543,risk
-118.283,34.1409,37900,737-990ER,SEATTLE,WASHINGTON,460,risk
-118.555,34.5921,30825,MD-11F,MEMPHIS,TENNESSEE,555,risk
-118.5,34.7014,29975,767-323,WILMINGTON,OHIO,511,risk
-117.649,34.7093,23325,A320-232,LONG ISLAND CITY,NEW YORK,460,moderate
-118.109,34.5259,41850,A330-243,HONOLULU,HAWAII,541,highest risk
-118.356,34.6665,37875,A320-271N,WILMINGTON,DELAWARE,527,risk
-117.974,34.5143,25975,390,SAN DIEGO,CALIFORNIA,460,moderate
-117.53,34.5697,37875,A330-243,SALT LAKE CITY,UTAH,532,risk
-118.053,34.463,21250,FALCON 2000,NASHVILLE,TENNESSEE,460,moderate
-117.731,34.5883,17775,737-990,SEATTLE,WASHINGTON,460,moderate
-118.223,34.5683,8300,GV-SP (G550),SCOTTSDALE,ARIZONA,327,safe
-117.881,34.3655,39950,A330-243,HONOLULU,HAWAII,527,risk
-117.753,34.4865,35825,737-852,SALT LAKE CITY,UTAH,513,risk
-117.765,34.5651,23650,G-IV,WILMINGTON,DELAWARE,486,moderate
-118.493,34.8765,32875,767-223,WILMINGTON,OHIO,529,risk
-118.982,34.9926,32750,MD-11F,LOUISVILLE,KENTUCKY,555,risk
-118.295,34.4513,30150,767-34AF,LOUISVILLE,KENTUCKY,543,risk
-117.955,34.3511,36925,A320-233,SALT LAKE CITY,UTAH,460,risk
-118.261,34.7829,19900,525A,WASCO,CALIFORNIA,460,moderate
-118.135,34.7923,16075,PC-12/45,NORTH SALT LAKE,UTAH,460,moderate
-118.308,34.5462,40850,A330-243,HONOLULU,HAWAII,529,highest risk
-118.212,34.7742,24975,757-24APF,LOUISVILLE,KENTUCKY,529,risk
-117.733,34.3495,39800,757-224,CHICAGO,ILLINOIS,460,risk
-118.42,34.7673,30200,A300 F4-622R,LOUISVILLE,KENTUCKY,541,risk
-118.419,34.4653,39850,787-9,FORT WORTH,TEXAS,557,risk
-117.912,34.3076,35875,A320-233,SALT LAKE CITY,UTAH,509,risk
-118.048,34.6316,11475,A300 F4-622R,LOUISVILLE,KENTUCKY,442,moderate
-117.878,34.4848,37700,747-47UF,PURCHASE,NEW YORK,566,risk
-118.23,34.5259,33400,A319-112,SALT LAKE CITY,UTAH,509,risk
-117.793,34.674,32975,A320-232,CHICAGO,ILLINOIS,520,risk
-118.1,34.3722,38750,A330-243,HONOLULU,HAWAII,520,risk
-118.219,34.4016,33775,747-4B5F,YPSILANTI,MICHIGAN,580,risk
-117.641,34.5395,38775,737-800,SALT LAKE CITY,UTAH,516,risk
-118.509,34.8766,36725,737-7Q8,WILMINGTON,DELAWARE,506,risk
-118.531,34.802,36300,ERJ 170-200 LR,SAINT GEORGE,UTAH,460,risk
-117.906,34.6212,25325,BD-700-1A11,OKLAHOMA CITY,OKLAHOMA,504,risk
-118.606,34.5938,32450,737-79P,WILMINGTON,DELAWARE,541,risk
-118.643,34.8066,27925,BD-500-1A10,SALT LAKE CITY,UTAH,504,risk
-118.439,34.7644,40750,737-7H4,DALLAS,TEXAS,513,highest risk
-118.041,34.6419,28500,CL-600-2D24,PHOENIX,ARIZONA,481,moderate
-118.324,34.509,22450,EMB-505,OKLAHOMA CITY,OKLAHOMA,465,moderate
-117.472,34.4543,33500,525A,BAKERSFIELD,CALIFORNIA,460,risk
-117.638,34.5379,40750,,AUSTIN,TEXAS,548,highest risk
-118.156,34.6069,3525,S-70I,LOS ANGELES,CALIFORNIA,460,moderate
-118.024,34.6221,34900,35A,HILLSBORO,OREGON,460,risk
-117.899,34.602,36725,EMB-145XR,COLUMBUS,OHIO,518,risk
-118.656,34.8235,36775,737-990ER,SEATTLE,WASHINGTON,516,risk
-118.384,34.4477,28625,C90GTI,NEWPORT BEACH,CALIFORNIA,283,moderate
-118.086,34.6567,35700,A320-232,BOSTON,MASSACHUSETTS,527,risk
-117.666,34.6659,25225,A300 F4-622R,LOUISVILLE,KENTUCKY,541,risk
-118.493,34.4869,14125,BD-100-1A10,SAN MARCOS,CALIFORNIA,460,moderate
-118.275,34.5207,14975,ERJ 170-200 LL,ST GEORGE,UTAH,389,safe
-117.805,34.2873,22125,737-932ER,ATLANTA,GEORGIA,460,moderate
-117.947,34.6928,24125,737-7H4,DALLAS,TEXAS,472,moderate
-117.644,34.7089,30400,A300 F4-605R,MEMPHIS,TENNESSEE,460,risk
-117.44,34.2817,33650,A320-232,SALT LAKE CITY,UTAH,460,risk
-118.135,34.6127,4250,B300,EL SEGUNDO,CALIFORNIA,460,moderate
-118.554,34.9696,38750,737-9,SEATTLE,WASHINGTON,516,risk
-117.821,34.3193,28675,680A,OKLAHOMA CITY,OKLAHOMA,465,moderate
-117.954,34.6042,10425,F33A,CEDAR CITY,UTAH,460,moderate
-118.083,34.6272,11450,A320-271N,MIRAMAR,FLORIDA,387,safe
-118.222,34.5965,9025,EMB-135LR,SALT LAKE CITY,UTAH,460,moderate
-118.82,34.8177,39675,525B,SALINAS,CALIFORNIA,460,risk
-117.948,34.6935,27325,737-7H4,DALLAS,TEXAS,479,moderate
-117.367,34.6039,30425,A320-271N,MIRAMAR,FLORIDA,523,risk
-118.27,34.709,9325,23,BEDFORD,TEXAS,460,moderate
-118.488,34.5488,41700,525A,APTOS,CALIFORNIA,467,highest risk
-117.813,34.411,20475,EMB-550,CLEVELAND,OHIO,481,moderate
-118.502,34.9851,28875,737-990ER,SEATAC,WASHINGTON,488,moderate
-117.881,34.6971,24850,GVII-G600,BEVERLY HILLS,CALIFORNIA,497,moderate
-117.98,34.638,13475,B200GT,SAN DIEGO,CALIFORNIA,325,safe
-118.081,34.6444,38775,737-800,DALLAS,TEXAS,520,risk
-118.454,34.3533,27875,60,HOUSTON,TEXAS,460,moderate
-117.95,34.7462,9425,23,BEDFORD,TEXAS,460,moderate
-118.43,34.7207,35750,ERJ 170-200 LR,ST GEORGE,UTAH,465,risk
-118.249,34.7607,25325,767-300F,LOUISVILLE,KENTUCKY,516,risk
-118.047,34.6325,3225,B300,EL SEGUNDO,CALIFORNIA,460,moderate
-118.41,34.5443,36800,A320-233,SALT LAKE CITY,UTAH,502,risk
-118.17,34.4453,14250,525C,BAKERSFIELD,CALIFORNIA,424,moderate
-118.134,34.6864,10525,99,BOCA RATON,FLORIDA,460,moderate
-118.69,34.503,22775,A321-253N,SALT LAKE CITY,UTAH,456,moderate
-117.57,34.4838,32725,737-824,CHICAGO,ILLINOIS,546,risk
-118.674,34.4184,36775,737-7H4,DALLAS,TEXAS,460,risk
-118.148,34.7185,10550,BD-100-1A10,SAN MARCOS,CALIFORNIA,460,moderate
-117.978,34.6311,8450,SR22,MUKILTEO,WASHINGTON,460,moderate
-118.063,34.6009,10400,99,BOCA RATON,FLORIDA,460,moderate
-118.52,34.4739,33800,A320-214,SALT LAKE CITY,UTAH,500,risk
-117.929,34.6463,18375,PA-46-310P,PRESCOTT,ARIZONA,460,moderate
-118.714,34.587,40725,737-8H4,DALLAS,TEXAS,513,highest risk
-118.208,34.6102,31750,G1159B,TULSA,OKLAHOMA,460,risk
-118.254,34.7459,38850,1125 WESTWIND ASTRA,DOVER,DELAWARE,460,risk
-117.321,34.6027,29700,767-300F,MEMPHIS,TENNESSEE,559,risk
-118.009,34.6438,32800,A321-271N,HONOLULU,HAWAII,539,risk
-117.633,34.6137,16800,B300,RIDGELAND,MISSISSIPPI,460,moderate
-117.768,34.4964,16825,A300 F4-622R,LOUISVILLE,KENTUCKY,458,moderate
-118.88,34.8973,26575,737-924ER,CHICAGO,ILLINOIS,520,risk
-117.753,34.5489,30725,ERJ 170-200 LR,ST GEORGE,UTAH,490,risk
-118.646,34.9069,30675,400A,NEW YORK,NEW YORK,513,risk
-118.59,34.7459,18375,PA-46-310P,PRESCOTT,ARIZONA,460,moderate
-117.863,34.6417,26575,737-924ER,CHICAGO,ILLINOIS,539,risk
-118.009,34.7368,15575,C90,VISALIA,CALIFORNIA,460,moderate
-118.733,34.628,36800,737-79P,WILMINGTON,DELAWARE,518,risk
-118.561,34.5975,35450,525,POWAY,CALIFORNIA,460,risk
-117.928,34.7524,9450,PA 46-350P,TURLOCK,CALIFORNIA,460,moderate
-117.723,34.5933,23475,EMB-505,OKLAHOMA CITY,OKLAHOMA,497,moderate
-118.344,34.6574,39700,737-7H4,DALLAS,TEXAS,511,risk
-117.537,34.6899,41600,G1159B,TULSA,OKLAHOMA,460,highest risk
-118.319,34.8271,17400,TBM 700,HELENA,MONTANA,359,safe
-118.112,34.6325,6100,B300C,HILL AFB,UTAH,460,moderate
-118.354,34.6648,37775,EMB-145XR,COLUMBUS,OHIO,513,risk
-118.179,34.616,20725,GIV-X (G450),LOS ANGELES,CALIFORNIA,465,moderate
-118.385,34.4,30250,EMB-505,OKLAHOMA CITY,OKLAHOMA,467,risk
-118.587,34.688,35750,737-890,SEATAC,WASHINGTON,520,risk
-118.708,34.9043,32750,737-79P,WILMINGTON,DELAWARE,532,risk
-118.494,34.3398,36775,700,COLUMBUS,OHIO,550,risk
-117.672,34.6274,17600,PC-12/47E,CONCORD,CALIFORNIA,304,safe
-118.629,34.8517,34775,ERJ 170-200 LR,ST GEORGE,UTAH,502,risk
-118.748,34.7234,38750,737-852,SALT LAKE CITY,UTAH,525,risk
-117.675,34.36,25675,737-924ER,CHICAGO,ILLINOIS,460,moderate
-118.181,34.6538,10550,208B,MEMPHIS,TENNESSEE,460,moderate
